mixture_ID,mixture_ref_1,mixture_ref2_1
01lc021b-6_01qo0317-6,train/01l/01lo030g-4.wav,train/01q/01qo030p-0.wav
40lc0217-2_01mo030l-0,train/40l/40lo0310-6.wav,train/01m/01mo0313-2.wav
01bc020x-0_01yc021b-2,train/01b/01bo0305-6.wav,train/01y/01yc0204-4.wav
01mo0309-8_206a0104-2,train/01m/01mc020n-0.wav,train/206/206o010c-6.wav
013a0102-0_20bo010b-6,train/013/013c0203-0.wav,train/20b/20bc010f-2.wav
01cc0215-4_01ao030a-0,train/01c/01cc0213-4.wav,train/01a/01ac0209-2.wav
40ao0310-0_408o030d-0,train/40a/40ac0219-0.wav,train/408/408a0112-0.wav
01tc0204-0_022a0104-0,train/01t/01to0308-0.wav,train/022/022c0205-0.wav
409c020i-4_01to0310-2,train/409/409a010e-0.wav,train/01t/01tc020g-4.wav
027c020b-0_20ca010u-2,train/027/027o030t-2.wav,train/20c/20ca010w-0.wav
01nc0204-6_01ic0216-2,train/01n/01na0114-6.wav,train/01i/01io0315-2.wav
01uo030h-0_20fa010x-0,train/01u/01uo031c-2.wav,train/20f/20fc0105-0.wav
01po030o-6_40lc0209-0,train/01p/01po030o-8.wav,train/40l/40lc020t-4.wav
01io030e-0_40fa0112-2,train/01i/01ia010w-0.wav,train/40f/40fa010h-2.wav
40ha0110-0_01lc021e-0,train/40h/40ha0113-0.wav,train/01l/01lo030x-6.wav
026a0105-0_027a010v-2,train/026/026c0203-0.wav,train/027/027c0214-0.wav
01wc0207-2_01ga010u-0,train/01w/01wa010i-2.wav,train/01g/01ga010c-0.wav
205o010b-0_01pc0202-0,train/205/205o0105-12.wav,train/01p/01pc020q-2.wav
018o030f-4_20mc010l-2,train/018/018o030j-0.wav,train/20m/20ma010t-0.wav
01ta010d-2_02co030f-2,train/01t/01to031b-0.wav,train/02c/02cc021c-0.wav
40ac020p-0_01bc0213-6,train/40a/40ac0201-2.wav,train/01b/01bo030z-0.wav
20kc010m-6_01pa010r-0,train/20k/20ka0106-2.wav,train/01p/01pc020t-0.wav
02bo0314-4_01ca0106-4,train/02b/02ba010y-2.wav,train/01c/01co030w-6.wav
022o030o-2_01zc021a-6,train/022/022o030i-0.wav,train/01z/01zo0305-4.wav
01ko0302-14_01go030l-0,train/01k/01kc020o-4.wav,train/01g/01go0317-0.wav
01na010t-0_01jo030s-4,train/01n/01no0304-18.wav,train/01j/01jc020z-2.wav
40go030e-0_40fa0104-0,train/40g/40gc0204-2.wav,train/40f/40fo030t-2.wav
207c010e-0_40ko0315-0,train/207/207a0107-2.wav,train/40k/40kc020z-0.wav
40bc0209-0_023o030q-2,train/40b/40ba010s-0.wav,train/023/023o030x-4.wav
015c020u-0_01yo031c-0,train/015/015c021g-0.wav,train/01y/01yo030o-4.wav
40la010y-0_40ma010h-4,train/40l/40lo030p-2.wav,train/40m/40mc021f-4.wav
01fa0102-0_011o0311-4,train/01f/01fc021g-0.wav,train/011/011c020d-0.wav
029c020l-0_20io010o-0,train/029/029c0213-2.wav,train/20i/20io010i-0.wav
404c0208-2_40po030g-2,train/404/404o0315-0.wav,train/40p/40po030a-6.wav
01aa0106-2_01ka010y-2,train/01a/01ac020f-4.wav,train/01k/01ko030u-0.wav
023o030b-6_40ec021c-0,train/023/023o0302-0.wav,train/40e/40eo030j-2.wav
205c010h-2_20to010o-0,train/205/205o010m-2.wav,train/20t/20tc010i-0.wav
01rc021b-4_40lo030x-6,train/01r/01ro0311-0.wav,train/40l/40lc020w-4.wav
014c0218-2_407o030l-4,train/014/014c020g-2.wav,train/407/407a010u-0.wav
016a010m-0_02co030i-4,train/016/016c0201-4.wav,train/02c/02cc0206-2.wav
015o030r-2_20sa010e-0,train/015/015o0304-0.wav,train/20s/20so0103-6.wav
01ic021a-0_02cc020l-0,train/01i/01io030m-4.wav,train/02c/02co031c-0.wav
01co0306-2_020o031e-2,train/01c/01cc0215-0.wav,train/020/020c021e-0.wav
204a010g-0_013o0305-0,train/204/204a010y-0.wav,train/013/013o0317-0.wav
206o010h-0_020a010h-0,train/206/206o010r-2.wav,train/020/020o0306-2.wav
01jc020v-0_024a010h-0,train/01j/01jo0309-2.wav,train/024/024o030d-0.wav
40ec020g-0_01ac021e-0,train/40e/40ec0210-0.wav,train/01a/01ao0301-2.wav
014a0101-0_20uo010h-4,train/014/014o0306-0.wav,train/20u/20uo0102-12.wav
20qo010n-2_02ec0217-6,train/20q/20qo0105-10.wav,train/02e/02ec0207-0.wav
028o0308-0_01zo030a-2,train/028/028o0303-0.wav,train/01z/01zc0206-0.wav
401c020g-2_20ko0109-2,train/401/401o0314-4.wav,train/20k/20ka010k-0.wav
01rc0217-0_405c021e-2,train/01r/01rc020v-4.wav,train/405/405o0309-0.wav
20qc0109-4_20do0103-10,train/20q/20qo010i-2.wav,train/20d/20dc010b-2.wav
407o030x-0_02bo030f-0,train/407/407o030u-0.wav,train/02b/02bo031f-0.wav
20jc010c-2_023o030s-2,train/20j/20jc010k-0.wav,train/023/023c0201-6.wav
40ea0112-0_20ja010j-0,train/40e/40eo0302-0.wav,train/20j/20jc0101-4.wav
026a0102-0_01da010x-0,train/026/026c0210-0.wav,train/01d/01do030i-6.wav
40ba010x-0_029o0302-4,train/40b/40bo0312-0.wav,train/029/029o0318-2.wav
20ra010o-0_20sa010e-0,train/20r/20ro010a-0.wav,train/20s/20sa010c-0.wav
027o0318-0_20ca010i-0,train/027/027a0107-0.wav,train/20c/20ca0113-4.wav
403c020m-4_40mc0208-0,train/403/403a010e-0.wav,train/40m/40mo0304-0.wav
405o030x-0_01na010z-0,train/405/405a010o-0.wav,train/01n/01nc020r-0.wav
20ra010a-0_01po030l-2,train/20r/20ro010m-6.wav,train/01p/01po0305-2.wav
40mo0305-8_20qc010b-0,train/40m/40mo0315-6.wav,train/20q/20qa010u-0.wav
024o0312-0_02ea0106-2,train/024/024c0202-0.wav,train/02e/02ec020x-2.wav
018a010l-0_20fc0105-8,train/018/018o0316-2.wav,train/20f/20fo010e-6.wav
20ka0107-0_02bo0314-10,train/20k/20ko0105-2.wav,train/02b/02bc0201-0.wav
20jc0103-0_40mo0302-0,train/20j/20ja010h-0.wav,train/40m/40mo0307-2.wav
01vo030m-2_01sa0113-0,train/01v/01vo030g-6.wav,train/01s/01so030b-6.wav
024c020l-0_20pc010a-2,train/024/024a010u-0.wav,train/20p/20pc010n-0.wav
017o031e-2_20na0111-2,train/017/017o0303-2.wav,train/20n/20na0108-0.wav
409c020k-0_20go010f-10,train/409/409o0313-0.wav,train/20g/20go010j-2.wav
206c010d-0_017a010d-0,train/206/206a010l-0.wav,train/017/017o0302-0.wav
40ha010j-0_40lo0307-0,train/40h/40ho030t-2.wav,train/40l/40la0108-0.wav
02bo030w-4_027o0314-2,train/02b/02bo030i-6.wav,train/027/027c020w-0.wav
01xo0312-2_02dc0204-2,train/01x/01xo0318-2.wav,train/02d/02do0303-8.wav
01lc0206-8_20ao010p-4,train/01l/01lc021c-2.wav,train/20a/20aa010y-2.wav
01yo0302-2_025o0317-0,train/01y/01yo030q-0.wav,train/025/025o0312-4.wav
019o0312-0_40mc0213-0,train/019/019c021h-0.wav,train/40m/40mo030j-4.wav
029o0304-4_024a010q-6,train/029/029o030f-8.wav,train/024/024a0106-2.wav
01bo0309-0_01ro0301-0,train/01b/01bc0201-8.wav,train/01r/01rc020v-4.wav
206o010f-6_40dc020q-2,train/206/206a010j-2.wav,train/40d/40dc021f-0.wav
01co0309-0_027o0316-4,train/01c/01co030z-0.wav,train/027/027o030x-8.wav
20ha010d-0_017o030i-2,train/20h/20ho0106-0.wav,train/017/017o0302-6.wav
406a010j-0_405o0304-0,train/406/406o0313-4.wav,train/405/405c0216-0.wav
01do030y-4_01sa0112-2,train/01d/01da010e-0.wav,train/01s/01sc020w-0.wav
021c020o-2_206c010j-2,train/021/021o030g-0.wav,train/206/206o010j-0.wav
01co030y-6_408c020q-0,train/01c/01cc0216-4.wav,train/408/408a010s-0.wav
40fo031e-0_01tc020l-6,train/40f/40fo030g-4.wav,train/01t/01to030d-2.wav
027a010g-0_407a010c-0,train/027/027c020w-4.wav,train/407/407c021a-0.wav
20ko010i-8_01fc020p-6,train/20k/20ko0105-0.wav,train/01f/01fo0301-4.wav
01ta010d-4_20ka0110-0,train/01t/01tc020n-0.wav,train/20k/20kc010o-2.wav
01nc020p-4_20ja0113-0,train/01n/01nc021b-0.wav,train/20j/20jc010e-0.wav
40hc020y-4_02bo030m-2,train/40h/40hc0217-4.wav,train/02b/02bo0306-2.wav
01zo031a-4_40ja010l-0,train/01z/01zc020r-0.wav,train/40j/40jc020h-2.wav
01io030j-6_028o030x-2,train/01i/01ic020l-0.wav,train/028/028c020c-0.wav
01so030s-0_406a010f-0,train/01s/01so030k-0.wav,train/406/406c0208-2.wav
01ga010h-0_015o030m-4,train/01g/01go030a-0.wav,train/015/015c020y-0.wav
40go030u-2_025c0201-20,train/40g/40go0310-6.wav,train/025/025o030r-6.wav
01oc0205-0_02bo0310-10,train/01o/01oo0313-4.wav,train/02b/02ba010s-0.wav
40jo0308-6_01no0304-8,train/40j/40jc020r-0.wav,train/01n/01no0304-10.wav
02dc020h-0_02ec0214-0,train/02d/02do0314-4.wav,train/02e/02eo0304-2.wav
40go030i-2_01tc020f-8,train/40g/40gc0205-0.wav,train/01t/01to030b-0.wav
01qc020g-2_012a0110-0,train/01q/01qa010j-0.wav,train/012/012o030c-0.wav
017a010p-0_205c0107-6,train/017/017o0303-2.wav,train/205/205o010h-0.wav
01zo030m-0_20eo010n-4,train/01z/01zo031d-2.wav,train/20e/20eo010e-0.wav
20ha0114-0_01tc0207-4,train/20h/20ha0112-0.wav,train/01t/01ta010y-0.wav
20so010d-6_205a010c-0,train/20s/20sc0107-0.wav,train/205/205c0101-4.wav
40bo0304-6_01sc021f-0,train/40b/40ba010b-0.wav,train/01s/01so030y-8.wav
206o010s-4_40jo030u-4,train/206/206a010u-0.wav,train/40j/40jc0204-0.wav
20aa010v-0_01sa010s-0,train/20a/20aa0113-2.wav,train/01s/01sc0201-0.wav
01nc020u-0_401o030z-6,train/01n/01na010y-2.wav,train/401/401c0216-0.wav
20ko0103-0_405c0211-4,train/20k/20ka010x-2.wav,train/405/405o0304-2.wav
014o0315-0_01oo030p-2,train/014/014a0108-0.wav,train/01o/01oo0307-2.wav
025c0211-4_01vc020y-2,train/025/025c0206-0.wav,train/01v/01va010l-0.wav
20nc010j-0_20ja010g-0,train/20n/20no010j-4.wav,train/20j/20jc010l-10.wav
011a0112-2_40pc0207-0,train/011/011a0111-0.wav,train/40p/40po030p-2.wav
01rc0210-0_40no030b-2,train/01r/01ro030r-0.wav,train/40n/40no0305-0.wav
207a010i-2_20tc010c-4,train/207/207o010r-2.wav,train/20t/20ta0114-0.wav
01zc0215-2_20vo010a-2,train/01z/01zo030m-6.wav,train/20v/20vc010c-2.wav
01oa0105-0_409o0301-0,train/01o/01oo030b-0.wav,train/409/409o0303-6.wav
01ea010b-0_20ac010e-2,train/01e/01ec020n-0.wav,train/20a/20ao010i-6.wav
024o0301-0_02ec0207-0,train/024/024c020i-2.wav,train/02e/02ea010b-2.wav
20fc010n-2_40hc020q-2,train/20f/20fo0102-0.wav,train/40h/40ho031c-2.wav
01lc021d-0_023c020c-0,train/01l/01lc021a-2.wav,train/023/023o030z-10.wav
01lc020p-0_40co030x-0,train/01l/01lc0219-2.wav,train/40c/40co0312-0.wav
40pa010d-0_024a0105-0,train/40p/40po030t-0.wav,train/024/024o030h-0.wav
40go0316-0_20oo010k-0,train/40g/40ga010g-0.wav,train/20o/20oo0102-2.wav
024o030i-4_40po030i-0,train/024/024o030b-8.wav,train/40p/40pa0101-0.wav
206c010e-0_021a010h-0,train/206/206a010e-2.wav,train/021/021c0201-4.wav
027a010l-0_20to010o-2,train/027/027c0208-0.wav,train/20t/20to010a-4.wav
40ic0215-4_020c020s-2,train/40i/40ia010d-0.wav,train/020/020a010c-0.wav
027c0215-0_20ro010e-6,train/027/027o030l-4.wav,train/20r/20rc010i-0.wav
20ka0107-6_020a010d-0,train/20k/20ko010p-0.wav,train/020/020c021c-0.wav
01uc0213-0_025a010k-0,train/01u/01uc020r-0.wav,train/025/025o030e-0.wav
018o030a-6_40jo031a-10,train/018/018o030o-2.wav,train/40j/40jc0218-0.wav
403o030r-6_01ac0211-2,train/403/403o0304-4.wav,train/01a/01ao0312-0.wav
205o010r-0_011o0318-4,train/205/205o010e-8.wav,train/011/011c020k-4.wav
20ho010d-6_01kc020j-0,train/20h/20ho0106-6.wav,train/01k/01ko0303-4.wav
01po030m-6_20uo010a-4,train/01p/01po030m-2.wav,train/20u/20uo010k-0.wav
20so010d-8_40no0304-4,train/20s/20sc010a-2.wav,train/40n/40na010z-0.wav
015o0309-0_409c0216-0,train/015/015o030x-2.wav,train/409/409c0211-2.wav
01mc0208-0_011o030h-2,train/01m/01ma0105-0.wav,train/011/011o0301-4.wav
015c020a-0_02ec020n-4,train/015/015c020h-4.wav,train/02e/02eo031d-4.wav
026o031a-2_014o030v-2,train/026/026a010n-0.wav,train/014/014c0210-2.wav
01co030n-2_01ea0104-0,train/01c/01co0306-8.wav,train/01e/01ec021f-0.wav
01ec021d-0_02bc020s-2,train/01e/01ea010i-2.wav,train/02b/02bc0210-0.wav
01pc0205-4_209a010t-0,train/01p/01pc020u-6.wav,train/209/209a010j-0.wav
20bo0106-4_40nc020j-0,train/20b/20bo010r-4.wav,train/40n/40no030j-2.wav
406c0213-2_01po0308-0,train/406/406a0105-0.wav,train/01p/01pa010r-0.wav
02cc0214-4_01fa010i-4,train/02c/02ca010e-0.wav,train/01f/01fo030m-6.wav
40ec020w-4_20nc010o-2,train/40e/40ec0202-0.wav,train/20n/20no010o-0.wav
409o030y-0_01sc020q-0,train/409/409a0104-0.wav,train/01s/01so0317-2.wav
01fc020e-6_01oo031f-2,train/01f/01fo0305-0.wav,train/01o/01oa010v-2.wav
02eo030e-0_01uc020y-2,train/02e/02ec0202-4.wav,train/01u/01uo031b-0.wav
02co0318-4_01rc0209-6,train/02c/02co030y-4.wav,train/01r/01rc0202-0.wav
02da0107-2_01yo0302-0,train/02d/02dc020b-0.wav,train/01y/01yc0219-4.wav
01po030t-2_01eo030a-0,train/01p/01pc0212-0.wav,train/01e/01ec0202-2.wav
015o030j-4_013c020w-0,train/015/015o030z-4.wav,train/013/013o0305-4.wav
209c0104-0_01io031a-6,train/209/209c0109-2.wav,train/01i/01ic021b-0.wav
407a010j-0_20la0101-0,train/407/407a010y-0.wav,train/20l/20lo010h-0.wav
40ec021c-2_01lo0301-2,train/40e/40eo030u-0.wav,train/01l/01la0109-0.wav
40kc0203-0_020o030s-2,train/40k/40kc020x-2.wav,train/020/020c0203-0.wav
20lo010i-4_20nc010i-4,train/20l/20lc0108-2.wav,train/20n/20na0105-0.wav
011c0218-0_02co030x-2,train/011/011o030a-6.wav,train/02c/02cc021f-4.wav
40oc020u-2_01zo031g-4,train/40o/40oo0308-2.wav,train/01z/01zo030b-0.wav
40go0303-0_405o030b-2,train/40g/40go030z-0.wav,train/405/405c020f-0.wav
018o031a-4_01ia010q-0,train/018/018o030s-2.wav,train/01i/01ic020w-0.wav
019o030f-0_20fa0101-0,train/019/019o030q-0.wav,train/20f/20fc010f-0.wav
20ca010g-0_20ka0107-4,train/20c/20ca010x-0.wav,train/20k/20ka0102-4.wav
01jo030p-4_407o030o-0,train/01j/01jo0304-0.wav,train/407/407o030w-4.wav
01oo031e-0_011o030j-2,train/01o/01oo030l-2.wav,train/011/011o0305-10.wav
20sa010z-0_40ko031c-0,train/20s/20so010n-6.wav,train/40k/40kc020v-0.wav
011c020f-0_20sc010i-2,train/011/011c020u-0.wav,train/20s/20sa0108-0.wav
20vo010r-0_20so0107-2,train/20v/20va010v-0.wav,train/20s/20sa010l-0.wav
20uo010g-2_20co010g-0,train/20u/20uo0105-0.wav,train/20c/20ca010l-0.wav
40hc0213-2_029c020s-0,train/40h/40ha0106-0.wav,train/029/029o030f-0.wav
01jo030y-6_01bc0215-2,train/01j/01jo0307-0.wav,train/01b/01bc020s-0.wav
01ja010t-0_20ec010b-2,train/01j/01jc0213-4.wav,train/20e/20ec010h-0.wav
20ec010i-2_01fc020u-0,train/20e/20ea0107-0.wav,train/01f/01fa0114-0.wav
20ma010e-0_40no0302-12,train/20m/20mo010e-2.wav,train/40n/40no030b-0.wav
02ac020g-0_02do0318-4,train/02a/02ao031a-2.wav,train/02d/02dc0207-0.wav
027o0312-0_406o0301-6,train/027/027a0110-0.wav,train/406/406a010w-0.wav
01qo0303-2_01yc021e-0,train/01q/01qo030o-4.wav,train/01y/01yo0308-0.wav
01go031b-2_409c0219-6,train/01g/01ga0108-0.wav,train/409/409c020z-0.wav
01to030m-2_20rc0105-0,train/01t/01to0310-0.wav,train/20r/20ro010p-0.wav
018c020w-0_01co0306-4,train/018/018o030l-0.wav,train/01c/01cc020q-2.wav
019o0318-0_01ac0218-8,train/019/019c020h-0.wav,train/01a/01ao0306-4.wav
01po030i-0_018c0218-0,train/01p/01pc0214-2.wav,train/018/018o030q-0.wav
02eo030e-4_01ba0106-2,train/02e/02eo0309-0.wav,train/01b/01bo030g-0.wav
01na010y-2_021o030v-6,train/01n/01na0104-0.wav,train/021/021o030q-2.wav
20oc0102-2_40ao0305-0,train/20o/20oo010o-6.wav,train/40a/40ac020p-0.wav
209c010f-2_401a010y-0,train/209/209a010e-2.wav,train/401/401o0305-4.wav
028o030s-0_20go010k-4,train/028/028o030c-2.wav,train/20g/20go0106-0.wav
027a0102-0_01go0308-4,train/027/027o0303-0.wav,train/01g/01go0303-0.wav
40co0305-0_02bo0308-10,train/40c/40ca010d-0.wav,train/02b/02bo030j-6.wav
02cc0206-2_40hc0215-0,train/02c/02cc0217-6.wav,train/40h/40hc0209-2.wav
01co030b-2_015o030l-2,train/01c/01co0303-4.wav,train/015/015a010r-0.wav
014c0215-2_207o010a-2,train/014/014o030a-8.wav,train/207/207c010j-4.wav
209o010n-4_20ac010d-0,train/209/209o010g-2.wav,train/20a/20ao010m-4.wav
016o0301-2_20oc0107-4,train/016/016a010y-0.wav,train/20o/20oo0101-2.wav
40fc021e-2_409a0102-0,train/40f/40fo0305-2.wav,train/409/409c0215-6.wav
20qo010a-2_014o031b-2,train/20q/20qo010n-8.wav,train/014/014c020w-2.wav
01nc021c-2_01ac020k-0,train/01n/01nc020j-6.wav,train/01a/01aa0106-0.wav
01ta0105-0_20ka010u-4,train/01t/01tc0201-0.wav,train/20k/20kc010o-6.wav
01ic020r-2_20mc010b-0,train/01i/01io030v-2.wav,train/20m/20mo010c-0.wav
01rc0202-0_408a010x-0,train/01r/01ro030k-0.wav,train/408/408c020z-0.wav
40ho0307-2_40mc0216-4,train/40h/40ho0305-8.wav,train/40m/40ma0114-0.wav
403c0211-8_401c0207-0,train/403/403o0304-8.wav,train/401/401o030s-2.wav
015o030a-0_020a010j-0,train/015/015c0219-2.wav,train/020/020o0308-0.wav
40lo030i-2_016o030f-2,train/40l/40lo030m-4.wav,train/016/016c020x-0.wav
40aa0105-2_409o0303-4,train/40a/40ao030w-0.wav,train/409/409o030r-0.wav
02dc020y-0_01bo030a-4,train/02d/02do0313-2.wav,train/01b/01bc0218-0.wav
01zo030h-6_019a0109-0,train/01z/01zo030u-2.wav,train/019/019o030u-0.wav
029a010o-0_01wo0311-2,train/029/029o0301-6.wav,train/01w/01wa010h-0.wav
40ia010a-0_023c0205-4,train/40i/40io0309-0.wav,train/023/023o0301-0.wav
012c021f-0_028o0308-8,train/012/012a010u-0.wav,train/028/028c020a-0.wav
40mo0307-0_01io030b-0,train/40m/40mc020t-2.wav,train/01i/01ia0112-0.wav
20so0106-4_01ya010l-0,train/20s/20so010p-0.wav,train/01y/01yo030l-6.wav
026o0317-2_029c020z-2,train/026/026a010z-2.wav,train/029/029o030m-4.wav
01zo0305-2_205o0105-6,train/01z/01zo030d-2.wav,train/205/205c0107-2.wav
20uo010d-0_409c0208-2,train/20u/20uc010a-0.wav,train/409/409o0303-6.wav
401o030z-4_20tc010l-2,train/401/401c020x-0.wav,train/20t/20to010c-4.wav
016c020m-0_20no010p-2,train/016/016o030o-2.wav,train/20n/20na010y-0.wav
20qa010c-2_40jc021c-0,train/20q/20qa010n-4.wav,train/40j/40jo030k-8.wav
01qc0208-0_02ec021a-2,train/01q/01qo030o-0.wav,train/02e/02ea010w-0.wav
401c020r-0_01so030v-0,train/401/401o031d-2.wav,train/01s/01sc021h-2.wav
01so030p-0_02ac0201-2,train/01s/01sa010v-0.wav,train/02a/02ao031g-6.wav
20oo0108-2_401c0208-0,train/20o/20oo010r-4.wav,train/401/401o0302-2.wav
01zo0308-2_408a010t-0,train/01z/01zc0212-0.wav,train/408/408o030h-0.wav
012o0303-0_027a0110-0,train/012/012c020q-0.wav,train/027/027c0210-0.wav
20ea0114-0_01jo0305-0,train/20e/20ec010c-0.wav,train/01j/01jo030v-4.wav
01rc0211-8_01uc021f-8,train/01r/01rc020w-0.wav,train/01u/01uo0315-4.wav
40bo0304-4_401o0304-0,train/40b/40bo030c-0.wav,train/401/401c021a-2.wav
01eo0312-2_026o0309-0,train/01e/01ea010y-0.wav,train/026/026c0211-2.wav
20fo010o-2_017c020z-4,train/20f/20fo010k-2.wav,train/017/017o0309-2.wav
01na0102-6_40lc020y-10,train/01n/01na010d-2.wav,train/40l/40lo0302-4.wav
01vc020w-4_40do030v-2,train/01v/01vc020j-0.wav,train/40d/40dc021b-2.wav
01nc0212-0_013o030m-6,train/01n/01na010u-6.wav,train/013/013a0107-0.wav
011c020i-0_01ec0210-2,train/011/011c0219-4.wav,train/01e/01ec0206-0.wav
02do0309-6_015o0317-2,train/02d/02do0316-8.wav,train/015/015c021f-0.wav
016o031b-0_40eo0312-2,train/016/016c020g-0.wav,train/40e/40eo0301-0.wav
018o0308-0_01bc021c-2,train/018/018c021d-6.wav,train/01b/01bo030i-4.wav
20nc0103-0_01ro030c-6,train/20n/20no0109-0.wav,train/01r/01ro030a-2.wav
01bo0307-6_01ic020u-0,train/01b/01bo0319-2.wav,train/01i/01io0311-0.wav
20ua0107-0_021a010j-0,train/20u/20uo010e-6.wav,train/021/021a0105-0.wav
40hc0211-0_018o030w-0,train/40h/40ho0308-2.wav,train/018/018c020w-0.wav
01kc020y-2_016c020z-0,train/01k/01ko030p-4.wav,train/016/016c0210-0.wav
01dc020b-2_206c010c-2,train/01d/01do0304-4.wav,train/206/206o0106-4.wav
01ma0106-0_025c0201-24,train/01m/01mo030d-4.wav,train/025/025c020e-0.wav
40go0318-6_20mo010s-4,train/40g/40gc021b-0.wav,train/20m/20mc0107-2.wav
027o0317-4_401c020e-4,train/027/027o0312-2.wav,train/401/401o030q-6.wav
024c0211-0_01tc020h-2,train/024/024o030j-2.wav,train/01t/01tc020x-8.wav
01go030s-0_01zc020o-0,train/01g/01gc020l-0.wav,train/01z/01zo0311-2.wav
01ea0106-0_206o0107-0,train/01e/01ec0213-4.wav,train/206/206a010l-0.wav
40fc0213-0_20ko010i-6,train/40f/40fa0103-0.wav,train/20k/20ka010f-4.wav
20fo010d-2_02cc0216-0,train/20f/20fo010d-0.wav,train/02c/02co031d-8.wav
01to0311-2_40bo030q-4,train/01t/01to0311-4.wav,train/40b/40ba0110-0.wav
027c021b-0_01xc020t-0,train/027/027o030t-8.wav,train/01x/01xo031a-2.wav
20po010e-0_01sa0105-0,train/20p/20po010p-4.wav,train/01s/01so0308-0.wav
01co030y-4_012a010z-0,train/01c/01ca010q-2.wav,train/012/012c020u-2.wav
20eo010h-0_01oo031d-0,train/20e/20eo0107-8.wav,train/01o/01oo030q-4.wav
01yc0203-2_01ac020j-0,train/01y/01yc020j-2.wav,train/01a/01ao030z-0.wav
40no030t-2_40ac0205-2,train/40n/40nc0208-0.wav,train/40a/40aa0113-0.wav
01ro0304-2_01ba010x-0,train/01r/01ro030f-2.wav,train/01b/01bo030v-2.wav
20ac010b-4_022c021c-0,train/20a/20ac010i-6.wav,train/022/022c021c-6.wav
025c0201-0_021o030s-0,train/025/025c020s-0.wav,train/021/021o0311-2.wav
20oa0113-0_01bo0316-4,train/20o/20oa0107-0.wav,train/01b/01bo030w-0.wav
024c021b-2_01vo0314-0,train/024/024a0113-2.wav,train/01v/01vo030z-6.wav
20co010f-0_01kc020l-4,train/20c/20cc0101-0.wav,train/01k/01ko030p-6.wav
02ca010e-0_40bc020l-0,train/02c/02co030b-6.wav,train/40b/40bo0302-2.wav
01mo030s-0_205a010q-0,train/01m/01mc020g-0.wav,train/205/205c0107-2.wav
01po030d-2_01vc0219-0,train/01p/01pa0113-0.wav,train/01v/01vo030v-0.wav
01nc020v-4_01cc0216-2,train/01n/01nc021e-4.wav,train/01c/01cc020v-0.wav
02do0307-0_01cc020b-2,train/02d/02do030r-10.wav,train/01c/01co0317-0.wav
025c0201-28_20pa010a-2,train/025/025o030d-6.wav,train/20p/20pa010o-0.wav
017a010y-0_40ko0314-2,train/017/017a010v-0.wav,train/40k/40kc0218-0.wav
20ea010o-0_01xo031e-2,train/20e/20ec0107-0.wav,train/01x/01xo030u-0.wav
01yo0308-0_205c010f-6,train/01y/01ya010q-0.wav,train/205/205o010o-0.wav
028a0109-0_01mo0317-2,train/028/028o030m-6.wav,train/01m/01mo0316-0.wav
02bo030m-4_01ic0208-6,train/02b/02ba010h-0.wav,train/01i/01io0307-4.wav
013c0211-4_404o030v-2,train/013/013o030m-2.wav,train/404/404o0311-4.wav
01po030p-6_40gc0208-0,train/01p/01pc020e-0.wav,train/40g/40gc020g-4.wav
025c0208-6_20oc010f-0,train/025/025c0202-2.wav,train/20o/20oo010n-4.wav
20sa0102-0_01ac020k-6,train/20s/20sc010m-0.wav,train/01a/01ac0218-6.wav
401o030q-4_20da010i-2,train/401/401o0315-4.wav,train/20d/20dc010j-0.wav
01ko030f-4_01xo030v-4,train/01k/01ko030h-6.wav,train/01x/01xo030h-2.wav
01po030d-0_02bo030b-0,train/01p/01po0313-0.wav,train/02b/02bc020x-2.wav
40jo030u-0_20ma010x-0,train/40j/40jo031d-0.wav,train/20m/20mo010a-2.wav
01go0312-0_020o030l-2,train/01g/01ga010e-2.wav,train/020/020o030j-0.wav
20sc010p-0_40ac0204-0,train/20s/20so0106-6.wav,train/40a/40ac020q-0.wav
40ma010q-0_40jo030l-6,train/40m/40mo0305-8.wav,train/40j/40ja010a-0.wav
40io030p-0_020c020n-0,train/40i/40ia0111-0.wav,train/020/020c021c-0.wav
01ec0215-0_018a0106-0,train/01e/01ea0102-0.wav,train/018/018o030i-4.wav
01ac0216-0_012o0309-4,train/01a/01ao030c-0.wav,train/012/012c021a-2.wav
209c010n-0_20ho010e-2,train/209/209o010e-2.wav,train/20h/20ha010v-2.wav
015o0305-4_40lo030e-0,train/015/015o0318-4.wav,train/40l/40lo030r-12.wav
028o0301-0_017o030c-2,train/028/028o030f-8.wav,train/017/017c0214-2.wav
011o030x-6_01lo0310-12,train/011/011o030j-4.wav,train/01l/01lo030s-0.wav
01yo030y-2_20aa0108-0,train/01y/01yo030n-2.wav,train/20a/20ao010h-6.wav
20ea010d-0_01zo031g-6,train/20e/20ea0107-0.wav,train/01z/01zo0308-0.wav
209o010j-0_02do030r-2,train/209/209c010m-2.wav,train/02d/02do0319-4.wav
403c020s-0_40lo030w-0,train/403/403c0210-0.wav,train/40l/40la010h-0.wav
013c020j-0_014o0318-0,train/013/013o030m-10.wav,train/014/014o031b-2.wav
024o030i-0_013o0306-6,train/024/024o030f-2.wav,train/013/013a010o-0.wav
01va010x-0_40ia0105-0,train/01v/01vc0212-2.wav,train/40i/40io030k-2.wav
02eo0313-2_014o0304-6,train/02e/02eo030m-0.wav,train/014/014c021e-2.wav
